_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,what_is_the_authors_sentiment_feeling_throughout_the_post,clean_tweets,label,what_is_the_authors_sentiment_feeling_throughout_the_post_gold
2693461209,3/20/2020 13:30:07,5532335286,3/20/2020 13:27:56,false,feca,0.8333,45189946,VEN,25,Caracas,186.167.249.183,surprise,Oh trip ...,excitement,
2693461209,3/20/2020 13:48:10,5532361854,3/20/2020 13:27:57,false,clixsense,0.6,45093697,RUS,48,Moscow,109.248.222.45,happy,Oh trip ...,excitement,
2693461209,3/20/2020 14:29:38,5532430245,3/20/2020 14:28:18,false,neodev,0.55,40993983,UKR,14,Zakotne,188.190.221.47,surprise,Oh trip ...,excitement,
2693461210,3/20/2020 13:30:07,5532335278,3/20/2020 13:27:56,false,feca,0.8333,45189946,VEN,25,Caracas,186.167.249.183,pleasant,I ’ wait longer I ’ going live eternal …,excitement,
2693461210,3/20/2020 13:48:10,5532361860,3/20/2020 13:27:57,false,clixsense,0.6,45093697,RUS,48,Moscow,109.248.222.45,excitement,I ’ wait longer I ’ going live eternal …,excitement,
2693461210,3/20/2020 15:00:23,5532477279,3/20/2020 14:58:26,false,feca,0.5833,45649620,USA,AZ,Chandler,23.83.129.201,happy,I ’ wait longer I ’ going live eternal …,excitement,
2693461211,3/20/2020 13:31:45,5532337547,3/20/2020 13:27:55,false,feca,1.0,45602898,USA,NJ,Clifton,104.236.74.212,fear,I ’ wait longer I ’ going live eternal …,excitement,
2693461211,3/20/2020 13:37:53,5532346555,3/20/2020 13:27:55,false,feca,0.6,45500797,VEN,03,Arichuna,190.38.66.30,happy,I ’ wait longer I ’ going live eternal …,excitement,
2693461211,3/20/2020 14:58:58,5532474866,3/20/2020 14:58:27,false,feca,0.3333,45699544,USA,VA,Manassas,23.105.0.118,excitement,I ’ wait longer I ’ going live eternal …,excitement,
2693461212,3/20/2020 13:28:44,5532333462,3/20/2020 13:27:54,false,feca,1.0,45531504,USA,VA,Manassas,23.105.1.181,pleasant,I ’ wait longer I ’ going live eternal …,excitement,
2693461212,3/20/2020 15:03:09,5532481684,3/20/2020 14:58:26,false,neodev,0.5667,45215691,VEN,13,Barquisimeto,190.200.178.155,pleasant,I ’ wait longer I ’ going live eternal …,excitement,
2693461212,3/20/2020 15:12:08,5532496910,3/20/2020 15:10:56,false,neodev,0.55,40993983,UKR,14,Zakotne,188.190.221.47,happy,I ’ wait longer I ’ going live eternal …,excitement,
2693461213,3/20/2020 13:28:22,5532332862,3/20/2020 13:28:08,false,neodev,1.0,45705983,USA,NJ,Clifton,104.131.188.187,excitement,INFO Joy 's OST `` Introduce Me A Good Person '' reached Bugs Bugs +1 …,happy,
2693461213,3/20/2020 14:10:00,5532400904,3/20/2020 13:58:15,false,feca,0.4667,45506112,VEN,19,Altagracia,186.89.204.112,pleasant,INFO Joy 's OST `` Introduce Me A Good Person '' reached Bugs Bugs +1 …,happy,
2693461213,3/20/2020 15:31:20,5532529953,3/20/2020 15:28:57,false,feca,0.5333,45456415,VEN,15,San Antonio De Los Altos,201.242.149.122,excitement,INFO Joy 's OST `` Introduce Me A Good Person '' reached Bugs Bugs +1 …,happy,
2693461214,3/20/2020 13:30:07,5532335282,3/20/2020 13:27:56,false,feca,0.8333,45189946,VEN,25,Caracas,186.167.249.183,angry,The We 're seeing shift amp find lit…,happy,
2693461214,3/20/2020 13:48:10,5532361855,3/20/2020 13:27:57,false,clixsense,0.6,45093697,RUS,48,Moscow,109.248.222.45,pleasant,The We 're seeing shift amp find lit…,happy,
2693461214,3/20/2020 13:59:31,5532379015,3/20/2020 13:58:05,false,feca,0.75,45388947,EGY,11,Cairo,196.221.255.202,fear,The We 're seeing shift amp find lit…,happy,
2693461215,3/20/2020 13:35:24,5532342754,3/20/2020 13:28:01,false,feca,0.4048,45188227,RUS,54,Omsk,81.23.204.106,surprise,Make someone SMILE With Monkey Hug Box …,happy,
2693461215,3/20/2020 13:47:27,5532360887,3/20/2020 13:28:02,false,feca,0.8,45188060,RUS,61,Rostov-na-donu,178.155.5.49,happy,Make someone SMILE With Monkey Hug Box …,happy,
2693461215,3/20/2020 13:59:29,5532378973,3/20/2020 13:58:07,false,feca,0.6,45499788,USA,AZ,Chandler,23.83.129.202,surprise,Make someone SMILE With Monkey Hug Box …,happy,
2693461216,3/20/2020 13:30:56,5532336568,3/20/2020 13:28:10,false,clixsense,1.0,44986011,RUS,53,Novosibirsk,109.237.109.145,pleasant,Encrusted Pineapple Crystal Drop Dangle Earrings,happy,
2693461216,3/20/2020 13:38:52,5532348095,3/20/2020 13:33:09,false,feca,0.6333,45242057,RUS,70,Budennovsk,109.168.189.244,pleasant,Encrusted Pineapple Crystal Drop Dangle Earrings,happy,
2693461216,3/20/2020 14:10:00,5532400900,3/20/2020 13:58:15,false,feca,0.4667,45506112,VEN,19,Altagracia,186.89.204.112,surprise,Encrusted Pineapple Crystal Drop Dangle Earrings,happy,
2693461217,3/20/2020 13:30:14,5532335474,3/20/2020 13:29:54,false,neodev,1.0,43765666,VEN,07,Valencia,201.243.201.113,happy,Pray Press Push Praise way right temporary season lives I Love praying f…,happy,
2693461217,3/20/2020 13:39:17,5532348704,3/20/2020 13:35:08,false,feca,0.75,45194293,RUS,53,Novosibirsk,109.237.110.158,surprise,Pray Press Push Praise way right temporary season lives I Love praying f…,happy,
2693461217,3/20/2020 14:07:07,5532396100,3/20/2020 13:58:06,false,clixsense,0.6,44857692,SRB,00,Kragujevac,178.149.18.200,pleasant,Pray Press Push Praise way right temporary season lives I Love praying f…,happy,
2693461218,3/20/2020 13:38:02,5532346809,3/20/2020 13:36:53,false,feca,0.6,45438101,RUS,61,Rostov-na-donu,178.155.5.49,happy,Sitting thinking lucky I I ’ good health I wonderful family great network fri…,happy,
2693461218,3/20/2020 13:40:07,5532349880,3/20/2020 13:27:54,false,feca,0.6,45597733,USA,IL,Chicago,23.81.152.163,pleasant,Sitting thinking lucky I I ’ good health I wonderful family great network fri…,happy,
2693461218,3/20/2020 14:49:10,5532459481,3/20/2020 14:28:17,false,feca,0.6,45162973,SRB,00,Nis,94.228.224.199,happy,Sitting thinking lucky I I ’ good health I wonderful family great network fri…,happy,
2693461219,3/20/2020 13:28:16,5532332691,3/20/2020 13:27:54,false,neodev,0.5667,45215691,VEN,13,Barquisimeto,190.200.178.155,happy,I love part Joy 's OST `` Introduce Me A Good Person '' much Joy 's beautiful clear vocal color layered her…,happy,
2693461219,3/20/2020 13:29:50,5532334874,3/20/2020 13:27:56,false,feca,0.75,45388947,EGY,11,Cairo,196.221.255.202,happy,I love part Joy 's OST `` Introduce Me A Good Person '' much Joy 's beautiful clear vocal color layered her…,happy,
2693461219,3/20/2020 14:02:26,5532385234,3/20/2020 13:58:09,false,feca,0.6667,45256649,RUS,48,Moscow,109.248.222.37,happy,I love part Joy 's OST `` Introduce Me A Good Person '' much Joy 's beautiful clear vocal color layered her…,happy,
2693461220,3/20/2020 13:31:45,5532337555,3/20/2020 13:27:55,false,feca,1.0,45602898,USA,NJ,Clifton,104.236.74.212,fear,FashionInTheHouse Get earrings fashion accessories wholesale price …,happy,
2693461220,3/20/2020 13:37:53,5532346548,3/20/2020 13:27:55,false,feca,0.6,45500797,VEN,03,Arichuna,190.38.66.30,pleasant,FashionInTheHouse Get earrings fashion accessories wholesale price …,happy,
2693461220,3/20/2020 14:02:26,5532385220,3/20/2020 13:58:09,false,feca,0.6667,45256649,RUS,48,Moscow,109.248.222.37,pleasant,FashionInTheHouse Get earrings fashion accessories wholesale price …,happy,
2693461221,3/20/2020 13:38:02,5532346804,3/20/2020 13:36:53,false,feca,0.6,45438101,RUS,61,Rostov-na-donu,178.155.5.49,happy,To JOY REDVELVET Please read time ⁠ ⁠ ⁠,happy,
2693461221,3/20/2020 13:40:07,5532349878,3/20/2020 13:27:54,false,feca,0.6,45597733,USA,IL,Chicago,23.81.152.163,excitement,To JOY REDVELVET Please read time ⁠ ⁠ ⁠,happy,
2693461221,3/20/2020 14:49:10,5532459473,3/20/2020 14:28:17,false,feca,0.6,45162973,SRB,00,Nis,94.228.224.199,pleasant,To JOY REDVELVET Please read time ⁠ ⁠ ⁠,happy,
2693461222,3/20/2020 13:28:22,5532332860,3/20/2020 13:28:08,false,neodev,1.0,45705983,USA,NJ,Clifton,104.131.188.187,pleasant,The informality family life blessed condition allows us become best looking worst St…,happy,
2693461222,3/20/2020 13:38:52,5532348092,3/20/2020 13:33:09,false,feca,0.6333,45242057,RUS,70,Budennovsk,109.168.189.244,surprise,The informality family life blessed condition allows us become best looking worst St…,happy,
2693461222,3/20/2020 14:10:00,5532400890,3/20/2020 13:58:15,false,feca,0.4667,45506112,VEN,19,Altagracia,186.89.204.112,angry,The informality family life blessed condition allows us become best looking worst St…,happy,
2693461223,3/20/2020 13:28:30,5532333109,3/20/2020 13:27:57,false,neodev,0.8,45604336,USA,FL,Saint Petersburg,72.187.235.254,pleasant,INFO Joy 's OST `` Introduce Me A Good Person '' reached Bugs Bugs +1 …,happy,
2693461223,3/20/2020 13:29:05,5532333914,3/20/2020 13:27:56,false,feca,0.7333,45446923,USA,VA,Manassas,172.241.236.126,excitement,INFO Joy 's OST `` Introduce Me A Good Person '' reached Bugs Bugs +1 …,happy,
2693461223,3/20/2020 13:30:07,5532335274,3/20/2020 13:27:56,false,feca,0.8333,45189946,VEN,25,Caracas,186.167.249.183,pleasant,INFO Joy 's OST `` Introduce Me A Good Person '' reached Bugs Bugs +1 …,happy,
2693461224,3/20/2020 13:30:56,5532336566,3/20/2020 13:28:10,false,clixsense,1.0,44986011,RUS,53,Novosibirsk,109.237.109.145,happy,There part nighttime ritual might LOVE rest solid I promise Find out…,happy,
2693461224,3/20/2020 13:37:16,5532345673,3/20/2020 13:29:55,false,feca,0.7667,45186536,RUS,53,Novosibirsk,109.237.110.158,happy,There part nighttime ritual might LOVE rest solid I promise Find out…,happy,
2693461224,3/20/2020 15:31:20,5532529982,3/20/2020 15:28:57,false,feca,0.5333,45456415,VEN,15,San Antonio De Los Altos,201.242.149.122,pleasant,There part nighttime ritual might LOVE rest solid I promise Find out…,happy,
2693461225,3/20/2020 13:30:14,5532335481,3/20/2020 13:29:54,false,neodev,1.0,43765666,VEN,07,Valencia,201.243.201.113,pleasant,To extent Christianity influenced culture wickedness around us …,happy,
2693461225,3/20/2020 13:39:17,5532348712,3/20/2020 13:35:08,false,feca,0.75,45194293,RUS,53,Novosibirsk,109.237.110.158,pleasant,To extent Christianity influenced culture wickedness around us …,happy,
2693461225,3/20/2020 14:07:07,5532396098,3/20/2020 13:58:06,false,clixsense,0.6,44857692,SRB,00,Kragujevac,178.149.18.200,angry,To extent Christianity influenced culture wickedness around us …,happy,
2693461226,3/20/2020 13:30:07,5532335292,3/20/2020 13:27:56,false,feca,0.8333,45189946,VEN,25,Caracas,186.167.249.183,happy,We go back laughing together Strength courage See soon ” ️,happy,
2693461226,3/20/2020 13:30:20,5532335625,3/20/2020 13:28:29,false,feca,0.7667,45315255,VEN,26,Catia La Mar,186.14.199.192,excitement,We go back laughing together Strength courage See soon ” ️,happy,
2693461226,3/20/2020 13:59:31,5532379003,3/20/2020 13:58:05,false,feca,0.75,45388947,EGY,11,Cairo,196.221.255.202,happy,We go back laughing together Strength courage See soon ” ️,happy,
2693461227,3/20/2020 13:40:02,5532349762,3/20/2020 13:31:05,false,feca,1.0,45241997,RUS,"","",185.173.93.155,happy,Mór Muman The Thousandth Night Bruce Neeley Peace Joy amp Many Blessings always dear friends ️️️ …,happy,
2693461227,3/20/2020 14:30:31,5532431481,3/20/2020 14:28:17,false,clixsense,0.5333,43723980,SRB,00,Obrenovac,212.69.30.49,pleasant,Mór Muman The Thousandth Night Bruce Neeley Peace Joy amp Many Blessings always dear friends ️️️ …,happy,
2693461227,3/20/2020 14:59:54,5532476485,3/20/2020 14:58:26,false,feca,0.4048,45188227,RUS,54,Omsk,81.23.204.106,pleasant,Mór Muman The Thousandth Night Bruce Neeley Peace Joy amp Many Blessings always dear friends ️️️ …,happy,
2693461228,3/20/2020 13:30:14,5532335477,3/20/2020 13:29:54,false,neodev,1.0,43765666,VEN,07,Valencia,201.243.201.113,happy,The Body The Body Redu Bruce Neeley ️️️,happy,
2693461228,3/20/2020 13:39:17,5532348707,3/20/2020 13:35:08,false,feca,0.75,45194293,RUS,53,Novosibirsk,109.237.110.158,angry,The Body The Body Redu Bruce Neeley ️️️,happy,
2693461228,3/20/2020 14:07:07,5532396102,3/20/2020 13:58:06,false,clixsense,0.6,44857692,SRB,00,Kragujevac,178.149.18.200,pleasant,The Body The Body Redu Bruce Neeley ️️️,happy,
2693461229,3/20/2020 14:07:51,5532397372,3/20/2020 14:06:38,false,feca,0.7,45182297,BIH,02,Prijedor,134.90.134.235,surprise,But Breeze Nature Knows Bruce Neeley We nature Universe We de…,happy,
2693461229,3/20/2020 14:09:48,5532400604,3/20/2020 14:08:17,false,clixsense,0.5,45053499,RUS,48,Moscow,109.248.222.155,pleasant,But Breeze Nature Knows Bruce Neeley We nature Universe We de…,happy,
2693461230,3/20/2020 13:31:45,5532337558,3/20/2020 13:27:55,false,feca,1.0,45602898,USA,NJ,Clifton,104.236.74.212,excitement,INFO Joy 's OST `` Introduce Me A Good Person '' reached official instiz iChart …,happy,
2693461230,3/20/2020 13:37:53,5532346552,3/20/2020 13:27:55,false,feca,0.6,45500797,VEN,03,Arichuna,190.38.66.30,pleasant,INFO Joy 's OST `` Introduce Me A Good Person '' reached official instiz iChart …,happy,
2693461230,3/20/2020 14:59:58,5532476647,3/20/2020 14:58:27,false,feca,0.5,45158697,RUS,67,Saratov,176.15.126.137,pleasant,INFO Joy 's OST `` Introduce Me A Good Person '' reached official instiz iChart …,happy,
2693461231,3/20/2020 13:47:27,5532360885,3/20/2020 13:28:02,false,feca,0.8,45188060,RUS,61,Rostov-na-donu,178.155.5.49,happy,Do n't forget I ’ promise deliver best music I produce compose paired mos…,happy,
2693461231,3/20/2020 14:06:10,5532394326,3/20/2020 13:58:07,false,feca,0.6667,45353204,MDA,60,Balti,109.185.185.184,surprise,Do n't forget I ’ promise deliver best music I produce compose paired mos…,happy,
2693461231,3/20/2020 14:10:18,5532401281,3/20/2020 13:58:06,false,feca,0.5333,45456415,VEN,15,Santa Teresa,200.93.118.39,excitement,Do n't forget I ’ promise deliver best music I produce compose paired mos…,happy,
2693461232,3/20/2020 13:28:54,5532333700,3/20/2020 13:27:56,false,neodev,0.6667,45351611,USA,NJ,Clifton,104.131.176.234,pleasant,INFO Joy 's OST `` Introduce Me A Good Person '' reached Bugs Bugs +1 …,happy,
2693461232,3/20/2020 13:32:40,5532338731,3/20/2020 13:27:54,false,feca,0.6667,45155696,BIH,02,Doboj,62.68.111.6,happy,INFO Joy 's OST `` Introduce Me A Good Person '' reached Bugs Bugs +1 …,happy,
2693461232,3/20/2020 14:59:58,5532476651,3/20/2020 14:58:27,false,feca,0.5,45158697,RUS,67,Saratov,176.15.126.137,pleasant,INFO Joy 's OST `` Introduce Me A Good Person '' reached Bugs Bugs +1 …,happy,
2693461233,3/20/2020 13:31:07,5532336721,3/20/2020 13:28:04,false,neodev,1.0,44311593,VEN,25,Caracas,190.142.253.189,happy,Ap Great hn,pleasant,
2693461233,3/20/2020 14:09:10,5532399507,3/20/2020 14:03:26,false,feca,0.5667,45536000,RUS,48,Moscow,45.146.230.66,happy,Ap Great hn,pleasant,
2693461233,3/20/2020 14:29:20,5532429867,3/20/2020 14:28:19,false,feca,0.4048,45188227,RUS,54,Omsk,81.23.204.106,pleasant,Ap Great hn,pleasant,
2693461234,3/20/2020 13:35:24,5532342753,3/20/2020 13:28:01,false,feca,0.4048,45188227,RUS,54,Omsk,81.23.204.106,pleasant,Seems appropriate song ️,pleasant,
2693461234,3/20/2020 13:47:27,5532360886,3/20/2020 13:28:02,false,feca,0.8,45188060,RUS,61,Rostov-na-donu,178.155.5.49,happy,Seems appropriate song ️,pleasant,
2693461234,3/20/2020 14:10:18,5532401276,3/20/2020 13:58:06,false,feca,0.5333,45456415,VEN,15,Santa Teresa,200.93.118.39,pleasant,Seems appropriate song ️,pleasant,
2693461235,3/20/2020 13:31:45,5532337543,3/20/2020 13:27:55,false,feca,1.0,45602898,USA,NJ,Clifton,104.236.74.212,fear,France starting curfews probably use police army keep people home population caring…,pleasant,
2693461235,3/20/2020 13:37:53,5532346554,3/20/2020 13:27:55,false,feca,0.6,45500797,VEN,03,Arichuna,190.38.66.30,fear,France starting curfews probably use police army keep people home population caring…,pleasant,
2693461235,3/20/2020 14:58:58,5532474863,3/20/2020 14:58:27,false,feca,0.3333,45699544,USA,VA,Manassas,23.105.0.118,excitement,France starting curfews probably use police army keep people home population caring…,pleasant,
2693461236,3/20/2020 13:28:54,5532333689,3/20/2020 13:27:59,false,feca,0.8,45686939,USA,FL,Miami,38.132.125.50,excitement,BOINK Comic .⁣⁣ ⁣ Abbot takes advantage irresistible opportunity.⁣ ⁣ …,pleasant,
2693461236,3/20/2020 13:29:13,5532334071,3/20/2020 13:28:00,false,feca,0.8,45601323,USA,NY,Brooklyn,206.217.139.201,excitement,BOINK Comic .⁣⁣ ⁣ Abbot takes advantage irresistible opportunity.⁣ ⁣ …,pleasant,
2693461236,3/20/2020 14:01:07,5532382234,3/20/2020 13:58:06,false,neodev,0.7333,44577724,PER,08,Cusco,179.6.34.25,excitement,BOINK Comic .⁣⁣ ⁣ Abbot takes advantage irresistible opportunity.⁣ ⁣ …,pleasant,
2693461237,3/20/2020 13:29:45,5532334761,3/20/2020 13:27:55,false,feca,1.0,45541073,USA,VA,Manassas,172.241.239.208,pleasant,BOINK Comic .⁣⁣ ⁣ Abbot takes advantage irresistible opportunity.⁣ ⁣ …,pleasant,
2693461237,3/20/2020 13:37:29,5532345995,3/20/2020 13:27:55,false,clixsense,0.7,45054305,UKR,03,Chernivtsi,176.120.43.230,pleasant,BOINK Comic .⁣⁣ ⁣ Abbot takes advantage irresistible opportunity.⁣ ⁣ …,pleasant,
2693461237,3/20/2020 13:59:31,5532379008,3/20/2020 13:58:05,false,feca,0.75,45388947,EGY,11,Cairo,196.221.255.202,happy,BOINK Comic .⁣⁣ ⁣ Abbot takes advantage irresistible opportunity.⁣ ⁣ …,pleasant,
2693461238,3/20/2020 13:28:22,5532332863,3/20/2020 13:28:08,false,neodev,1.0,45705983,USA,NJ,Clifton,104.131.188.187,surprise,To thanks medical people working like hell day save us Nice …,pleasant,
